Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
Friendlies,Italy,Germany,0,0,/matches/2016/11/15/world/friendlies/italy/germany/2242196/,"[G. Buffon, L. Bonucci, M. Darmian, D. Rugani, D. Zappacosta, A. Romagnoli, D. De Rossi, M. Parolo, E. Martins, C. Immobile, A. Belotti]","[B. Leno, B. Höwedes, M. Hummels, S. Mustafi, J. Kimmich, Y. Gerhardt, S. Rudy, İ. Gündoğan, L. Goretzka, J. Weigl, T. Müller]"
Friendlies,Republic of Ir…,Switzerland,1,0,/matches/2016/03/25/world/friendlies/ireland-republic/switzerland/2169671/,"[D. Randolph, S. Coleman, C. Clark, S. Duffy, A. McGeady, S. Quinn, D. Meyler, A. Judge, R. Brady, K. Doyle, S. Long]","[Y. Sommer, M. Lang, T. Klose, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, A. Mehmedi, G. Xhaka, H. Seferović, B. Embolo]"
Friendlies,Switzerland,Belgium,1,2,/matches/2016/05/28/world/friendlies/switzerland/belgium/2189879/,"[Y. Sommer, J. Djourou, P. Senderos, M. Lang, R. Rodríguez, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, G. Xhaka, E. Derdiyok]","[T. Courtois, T. Vermaelen, J. Vertonghen, T. Alderweireld, M. Dembélé, M. Fellaini, A. Witsel, K. De Bruyne, E. Hazard, D. Mertens, R. Lukaku]"
European Championship,Albania,Switzerland,0,1,/matches/2016/06/11/europe/european-championships/albania/switzerland/2024610/,"[E. Berisha, L. Cana, A. Agolli, M. Mavraj, E. Lenjani, E. Hysaj, B. Kukeli, A. Abrashi, O. Roshi, T. Xhaka, A. Sadiku]","[Y. Sommer, J. Djourou, S. Lichtsteiner, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović]"
WC Qualification Europe,Andorra,Switzerland,1,2,/matches/2016/10/10/europe/wc-qualifying-europe/andorra/switzerland/2116217/,"[Josep Gómes, Ildefons Lima, Emili Garcia, Marc Vales, Moisés San Nicolás, Chus Rubio, Max Llovera, Victor Rodríguez, Marcio Vieira, Marc Pujol, Ludovic Clemente]","[R. Bürki, M. Lang, T. Klose, R. Rodríguez, F. Schär, G. Fernandes, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović, B. Embolo]"
WC Qualification Europe,Switzerland,Latvia,1,0,/matches/2017/03/25/europe/wc-qualifying-europe/switzerland/latvia/2116224/,"[Y. Sommer, J. Djourou, S. Lichtsteiner, F. Schär, F. Moubandje, B. Džemaili, G. Fernandes, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović]","[A. Vaņins, K. Gorkšs, G. Freimanis, A. Solovjovs, V. Jagodinskis, A. Lazdiņš, A. Višņakovs, O. Laizāns, G. Kļuškins, D. Ikaunieks, V. Šabala]"
WC Qualification Europe,Faroe Islands,Switzerland,0,2,/matches/2017/06/09/europe/wc-qualifying-europe/faroe-islands/switzerland/2116227/,"[G. Nielsen, A. Gregersen, Jóhan Davidsen, V. Davidsen, J. Næs, G. Sørensen, F. Benjaminsen, S. Vatnhamar, H. Hansson, F. Justinussen, K. Olsen]","[Y. Sommer, J. Djourou, S. Lichtsteiner, F. Moubandje, M. Akanji, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović]"
WC Qualification Europe,Latvia,Switzerland,0,3,/matches/2017/09/03/europe/wc-qualifying-europe/latvia/switzerland/2116234/,"[A. Vaņins, K. Gorkšs, A. Solovjovs, K. Dubra, V. Maksimenko, Ņ. Koļesovs, O. Laizāns, E. Vardanjans, D. Indrāns, D. Rakels, V. Šabala]","[Y. Sommer, J. Djourou, S. Lichtsteiner, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović]"
WC Qualification Europe,Switzerland,Northern Ireland,0,0,/matches/2017/11/12/europe/wc-qualifying-europe/switzerland/northern-ireland/2638001/,"[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, M. Akanji, B. Džemaili, S. Zuber, X. Shaqiri, G. Xhaka, D. Zakaria, H. Seferović]","[M. McGovern, A. Hughes, G. McAuley, J. Evans, S. Davis, C. Brunt, O. Norwood, S. Dallas, G. Saville, J. Ward, C. Washington]"
Friendlies,Switzerland,Panama,6,0,/matches/2018/03/27/world/friendlies/switzerland/panama/2728801/,"[R. Bürki, J. Djourou, M. Lang, F. Moubandje, N. Elvedi, B. Džemaili, G. Fernandes, S. Zuber, G. Xhaka, M. Gavranović, B. Embolo]","[J. Penedo, R. Torres, A. Machado, H. Cummings, L. Ovalle, M. Murillo, R. Avila, G. Gómez, A. Godoy, M. Camargo, G. Torres]"
Friendlies,Switzerland,Bosnia-Herzegovina,0,2,/matches/2016/03/29/world/friendlies/switzerland/bosnia-herzegovina/2175051/,"[Y. Sommer, P. Senderos, S. Lichtsteiner, R. Rodríguez, F. Schär, G. Fernandes, A. Mehmedi, G. Xhaka, P. Kasami, R. Steffen, H. Seferović]","[A. Begović, E. Spahić, E. Zukanović, O. Vranješ, S. Kolašinac, M. Pjanić, S. Lulić, E. Višća, M. Bešić, V. Ibišević, E. Džeko]"
Friendlies,Switzerland,Moldova,2,1,/matches/2016/06/03/world/friendlies/switzerland/moldova/2189883/,"[R. Bürki, S. Lichtsteiner, S. von Bergen, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, X. Shaqiri, G. Xhaka, E. Derdiyok, B. Embolo]","[S. Namaşco, A. Epureanu, V. Golovatenco, A. Caşcaval, I. Jardan, E. Cebotaru, A. Ioniţă, A. Cojocari, E. Sidorenco, R. Gînsari, V. Ivanov]"
European Championship,Romania,Switzerland,1,1,/matches/2016/06/15/europe/european-championships/romania/switzerland/2024612/,"[C. Tătărușanu, R. Raț, C. Sapunaru, V. Chiricheș, D. Grigore, G. Torje, A. Prepeliță, A. Chipciu, M. Pintilii, C. Keșerü, B. Stancu]","[Y. Sommer, J. Djourou, S. Lichtsteiner, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, G. Xhaka, H. Seferović]"
WC Qualification Europe,Switzerland,Faroe Islands,2,0,/matches/2016/11/13/europe/wc-qualifying-europe/switzerland/faroe-islands/2116222/,"[Y. Sommer, J. Djourou, S. Lichtsteiner, R. Rodríguez, F. Schär, V. Behrami, B. Džemaili, V. Stocker, A. Mehmedi, G. Xhaka, E. Derdiyok]","[G. Nielsen, A. Gregersen, J. Næs, S. Nattestad, G. Sørensen, J. Edmundsson, F. Benjaminsen, S. Vatnhamar, B. Jógvansson-Hansen, H. Hansson, B. Olsen]"
Friendlies,Switzerland,Belarus,1,0,/matches/2017/06/01/world/friendlies/switzerland/belarus/2388531/,"[R. Bürki, J. Djourou, F. Moubandje, S. Widmer, N. Elvedi, V. Behrami, S. Zuber, A. Mehmedi, X. Shaqiri, R. Freuler, E. Fernandes]","[S. Chernik, E. Filipenko, M. Sivakov, I. Burko, S. Balanovich, S. Dragun, A. Sachivko, A. Legchilin, O. Evdokimov, M. Skavysh, M. Gordeychuk]"
WC Qualification Europe,Switzerland,Andorra,3,0,/matches/2017/08/31/europe/wc-qualifying-europe/switzerland/andorra/2116231/,"[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, M. Akanji, S. Zuber, A. Mehmedi, X. Shaqiri, G. Xhaka, R. Freuler, H. Seferović]","[Josep Gómes, Ildefons Lima, Jordi Rubio, Marc García, Marc Rebés, Max Llovera, Marcio Vieira, Marc Pujol, Jordi Aláez, Ludovic Clemente, Alexandre Martinez]"
WC Qualification Europe,Hungary,Switzerland,2,3,/matches/2016/10/07/europe/wc-qualifying-europe/hungary/switzerland/2116214/,"[P. Gulácsi, R. Guzmics, A. Fiola, T. Kádár, Á. Lang, B. Dzsudzsák, Z. Stieber, L. Kleinheisler, Á. Nagy, Z. Gera, Á. Szalai]","[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, N. Elvedi, V. Behrami, B. Džemaili, A. Mehmedi, X. Shaqiri, H. Seferović, B. Embolo]"
WC Qualification Europe,Switzerland,Hungary,5,2,/matches/2017/10/07/europe/wc-qualifying-europe/switzerland/hungary/2116237/,"[Y. Sommer, J. Djourou, S. Lichtsteiner, F. Schär, F. Moubandje, F. Frei, S. Zuber, X. Shaqiri, G. Xhaka, R. Freuler, H. Seferović]","[P. Gulácsi, R. Guzmics, M. Korhut, T. Kádár, B. Bese, M. Pátkai, Á. Elek, Á. Nagy, R. Ugrai, R. Varga, G. Lovrencsics]"
WC Qualification Europe,Northern Ireland,Switzerland,0,1,/matches/2017/11/09/europe/wc-qualifying-europe/northern-ireland/switzerland/2637997/,"[M. McGovern, G. McAuley, J. Evans, C. McLaughlin, S. Davis, C. Brunt, C. Evans, O. Norwood, S. Dallas, K. Lafferty, J. Magennis]","[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, M. Akanji, B. Džemaili, S. Zuber, X. Shaqiri, G. Xhaka, D. Zakaria, H. Seferović]"
Friendlies,Greece,Switzerland,0,1,/matches/2018/03/23/world/friendlies/greece/switzerland/2693392/,"[O. Karnezis, V. Torosidis, S. Papastathopoulos, K. Manolas, P. Retsos, A. Samaris, K. Fortounis, Zeca, K. Mitroglou, A. Bakasetas, A. Donis]","[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, M. Akanji, V. Behrami, B. Džemaili, G. Xhaka, R. Freuler, H. Seferović, B. Embolo]"
Friendlies,Panama,Brazil,0,2,/matches/2016/05/30/world/friendlies/panama/brazil/2227973/,"[J. Penedo, F. Baloy, L. Henríquez, A. Machado, R. Miller, G. Gómez, R. Buitrago, A. Henríquez, A. Cooper, M. Camargo, L. Tejada]","[Alisson, João Miranda, Dani Alves, Gil, Douglas Santos, Renato Augusto, Luiz Gustavo, Elias, Philippe Coutinho, Willian, Jonas]"
WC Qualification South America,Brazil,Bolivia,5,0,/matches/2016/10/07/south-america/wc-qualifying-south-america/brazil/bolivia/2161464/,"[Alisson, João Miranda, Dani Alves, Filipe Luis, Marquinhos, Renato Augusto, Fernandinho, Giuliano, Philippe Coutinho, Neymar, Gabriel Jesus]","[C. Lampe, R. Raldes, E. Rodríguez, E. Zenteno, M. Bejarano, J. Campos, A. Melean, P. Azogue, M. Martins, J. Arce, Y. Duk]"
Copa America,Brazil,Haiti,7,1,/matches/2016/06/09/south-america/copa-america/brazil/haiti/2178762/,"[Alisson, Dani Alves, Filipe Luis, Gil, Marquinhos, Renato Augusto, Elias, Philippe Coutinho, Casemiro, Willian, Jonas]","[J. Placide, J. Alcenat, K. Jaggy, R. Goreux, R. Genevois, J. Alexandre, M. Jérôme, K. Lafrance, J. Marcelin, J. Louis, K. Belfort]"
WC Qualification South America,Ecuador,Brazil,0,3,/matches/2016/09/01/south-america/wc-qualifying-south-america/ecuador/brazil/2161456/,"[A. Domínguez, G. Achilier, W. Ayoví, J. Paredes, A. Mina, C. Noboa, J. Montero, C. Gruezo, F. Caicedo, M. Bolaños, E. Valencia]","[Alisson, João Miranda, Dani Alves, Marcelo, Marquinhos, Renato Augusto, Paulinho, Casemiro, Willian, Neymar, Gabriel Jesus]"
WC Qualification South America,Brazil,Paraguay,3,0,/matches/2017/03/29/south-america/wc-qualifying-south-america/brazil/paraguay/2161489/,"[Alisson, João Miranda, Fágner, Marcelo, Marquinhos, Renato Augusto, Paulinho, Philippe Coutinho, Casemiro, Neymar, Roberto Firmino]","[A. Silva, P. Da Silva, D. Verón, B. Valdez, J. Alonso, C. Riveros, R. Rojas, D. González, M. Almirón, H. Pérez, C. Domínguez]"
WC Qualification South America,Brazil,Chile,3,0,/matches/2017/10/11/south-america/wc-qualifying-south-america/brazil/chile/2161509/,"[Ederson Moraes, João Miranda, Dani Alves, Alex Sandro, Marquinhos, Renato Augusto, Paulinho, Philippe Coutinho, Casemiro, Neymar, Gabriel Jesus]","[C. Bravo, G. Jara, M. Isla, G. Medel, J. Valdivia, J. Fuenzalida, C. Aránguiz, J. Beausejour, P. Hernández, A. Sánchez, E. Vargas]"
Friendlies,Austria,Brazil,0,3,/matches/2018/06/10/world/friendlies/austria/brazil/2759798/,"[H. Lindner, S. Prödl, A. Dragović, D. Alaba, S. Lainer, M. Hinteregger, J. Baumgartlinger, F. Grillitsch, A. Schöpf, X. Schlager, M. Arnautović]","[Alisson, João Miranda, Thiago Silva, Marcelo, Danilo, Paulinho, Philippe Coutinho, Casemiro, Willian, Neymar, Gabriel Jesus]"
WC Qualification South America,Paraguay,Brazil,2,2,/matches/2016/03/30/south-america/wc-qualifying-south-america/paraguay/brazil/2161449/,"[J. Villar, P. Da Silva, Pablo Aguilar, M. Samudio, G. Gómez, N. Ortigoza, R. Ortiz, D. González, E. Benítez, D. Lezcano, Jorge Benítez]","[Alisson, João Miranda, Dani Alves, Filipe Luis, Gil, Renato Augusto, Luiz Gustavo, Fernandinho, Douglas Costa, Ricardo Oliveira, Willian]"
Copa America,Brazil,Ecuador,0,0,/matches/2016/06/05/south-america/copa-america/brazil/ecuador/2178759/,"[Alisson, Dani Alves, Filipe Luis, Gil, Marquinhos, Renato Augusto, Elias, Philippe Coutinho, Casemiro, Willian, Jonas]","[E. Dreer, A. Valencia, G. Achilier, W. Ayoví, J. Paredes, A. Mina, C. Noboa, J. Montero, C. Gruezo, M. Bolaños, E. Valencia]"
WC Qualification South America,Venezuela,Brazil,0,2,/matches/2016/10/12/south-america/wc-qualifying-south-america/venezuela/brazil/2161471/,"[D. Hernández, R. Rosales, R. Feltscher, J. Velázquez, W. Ángel, T. Rincón, A. Flores, J. Añor, S. Rondón, J. Martínez, A. Peñaranda]","[Alisson, João Miranda, Dani Alves, Filipe Luis, Marquinhos, Renato Augusto, Fernandinho, Paulinho, Philippe Coutinho, Willian, Gabriel Jesus]"
WC Qualification South America,Brazil,Ecuador,2,0,/matches/2017/09/01/south-america/wc-qualifying-south-america/brazil/ecuador/2161494/,"[Alisson, João Miranda, Dani Alves, Marcelo, Marquinhos, Renato Augusto, Paulinho, Casemiro, Willian, Neymar, Gabriel Jesus]","[M. Banguera, A. Valencia, G. Achilier, R. Arboleda, P. Velasco, C. Ramírez, C. Noboa, P. Quiñónez, F. Gaibor, E. Valencia, Fidel Martínez]"
WC Qualification South America,Bolivia,Brazil,0,0,/matches/2017/10/05/south-america/wc-qualifying-south-america/bolivia/brazil/2161507/,"[C. Lampe, R. Raldes, L. Gutiérrez, A. Morales, J. Valverde, D. Bejarano, L. Justiniano, C. Machado, M. Martins, J. Arce, J. Fierro]","[Alisson, João Miranda, Dani Alves, Thiago Silva, Alex Sandro, Renato Augusto, Paulinho, Philippe Coutinho, Casemiro, Neymar, Gabriel Jesus]"
WC Qualification CONCACAF,Canada,Mexico,0,3,/matches/2016/03/26/nc-america/wc-qualifying-concacaf/canada/mexico/2155363/,"[M. Borjan, D. Jaković, A. Straith, D. Henry, W. Johnson, M. de Jong, J. de Guzmán, A. Hutchinson, J. Hoilett, T. Ricketts, C. Larin]","[A. Talavera, R. Márquez, Paul Aguilar, H. Moreno, M. Layún, D. Reyes, A. Guardado, H. Herrera, Javier Hernández, Jesús Corona, H. Lozano]"
Friendlies,Mexico,Paraguay,1,0,/matches/2016/05/28/world/friendlies/mexico/paraguay/2214326/,"[G. Ochoa, R. Márquez, H. Moreno, N. Araújo, A. Guardado, J. Molina, J. Dueñas, J. Aquino, C. Peña, Javier Hernández, J. Damm]","[J. Villar, P. Da Silva, B. Valdez, F. Balbuena, B. Riveros, C. Ortiz, R. Piris, D. González, Óscar Romero, Jorge Benítez, A. Sanabria]"
WC Qualification CONCACAF,El Salvador,Mexico,1,3,/matches/2016/09/03/nc-america/wc-qualifying-concacaf/el-salvador/mexico/2155367/,"[O. Arroyo, X. García, B. Tamacas, R. Domínguez, G. Mayén, A. Larín, J. Alas, Ó. Cerén, P. Punyed, R. Menjívar, N. Bonilla]","[G. Ochoa, R. Márquez, H. Ayala, Jorge Torres, H. Moreno, M. Layún, A. Guardado, J. Aquino, H. Herrera, A. Sepúlveda, R. Jiménez]"
Copa America,Mexico,Venezuela,1,1,/matches/2016/06/14/south-america/copa-america/mexico/venezuela/2178769/,"[José Corona, Paul Aguilar, Jorge Torres, H. Moreno, D. Reyes, A. Guardado, J. Molina, J. Aquino, H. Herrera, O. Peralta, H. Lozano]","[D. Hernández, R. Feltscher, J. Velázquez, W. Ángel, A. Guerra, Y. Del Valle, T. Rincón, L. Seijas, A. González, C. Santos, A. Peñaranda]"
Friendlies,New Zealand,Mexico,1,2,/matches/2016/10/09/world/friendlies/new-zealand/mexico/2331721/,"[S. Marinovic, W. Reid, T. Tzimopoulos, M. Boxall, L. Graham, D. Wynne, M. McGlinchey, C. Lewis, K. Barbarouses, M. Rojas, C. Wood]","[José Corona, H. Ayala, H. Marín, J. Silva, J. Molina, M. Fabián, J. Dueñas, J. Gallardo, O. Peralta, G. dos Santos, H. Lozano]"
WC Qualification CONCACAF,United States,Mexico,1,2,/matches/2016/11/12/nc-america/wc-qualifying-concacaf/united-states-of-america/mexico/2292037/,"[T. Howard, T. Chandler, M. Besler, O. González, J. Brooks, J. Jones, M. Bradley, F. Johnson, C. Pulisic, J. Altidore, B. Wood]","[A. Talavera, R. Márquez, H. Moreno, M. Layún, D. Reyes, A. Guardado, H. Herrera, C. Vela, G. dos Santos, Javier Hernández, Jesús Corona]"
WC Qualification CONCACAF,Trinidad and T…,Mexico,0,1,/matches/2017/03/29/nc-america/wc-qualifying-concacaf/trinidad-and-tobago/mexico/2292046/,"[J. Williams, A. David, C. Gonzales, M. Williams, D. Cyrus, J. Jones, K. Hyland, K. Molino, C. Cato, K. George, K. Jones]","[A. Talavera, H. Moreno, M. Layún, D. Reyes, N. Araújo, C. Salcedo, J. Molina, H. Herrera, R. Reyes, Javier Hernández, R. Jiménez]"
Friendlies,Mexico,Republic of Ir…,3,1,/matches/2017/06/02/world/friendlies/mexico/ireland-republic/2422313/,"[R. Cota, H. Moreno, D. Reyes, C. Salcedo, Jorge Hernández, H. Herrera, J. dos Santos, J. Gallardo, C. Vela, Jesús Corona, R. Jiménez]","[D. Randolph, R. Keogh, S. Duffy, J. Egan, C. Christie, C. Hourihane, J. McClean, D. Horgan, C. O'Dowda, D. McGoldrick, D. Murphy]"
WC Qualification CONCACAF,Mexico,United States,1,1,/matches/2017/06/12/nc-america/wc-qualifying-concacaf/mexico/united-states-of-america/2292051/,"[G. Ochoa, H. Moreno, O. Alanís, D. Reyes, C. Salcedo, M. Fabián, H. Herrera, J. dos Santos, C. Vela, Javier Hernández, H. Lozano]","[B. Guzan, D. Beasley, G. Cameron, O. González, T. Ream, D. Yedlin, M. Bradley, K. Acosta, C. Pulisic, B. Wood, P. Arriola]"
Confederations Cup,Mexico,New Zealand,2,1,/matches/2017/06/21/world/confederations-cup/mexico/new-zealand/2166013/,"[A. Talavera, O. Alanís, D. Reyes, N. Araújo, C. Salcedo, M. Fabián, J. Aquino, O. Peralta, G. dos Santos, R. Jiménez, J. Damm]","[S. Marinovic, A. Durante, M. Boxall, T. Smith, D. Wynne, M. McGlinchey, C. Lewis, M. Rojas, C. Wood, R. Thomas, D. Ingham]"
Friendlies,Mexico,Ghana,1,0,/matches/2017/06/29/world/friendlies/mexico/ghana/2431807/,"[M. Muñoz, H. Ayala, H. Marín, J. Molina, Elías Hernández, J. Dueñas, L. Rodríguez, R. Pizarro, É. Gutiérrez, J. Gallardo, A. Sepúlveda]","[R. Ofori, H. Afful, J. Boye, J. Mensah, L. Agbenyenu, I. Sackey, E. Ofori, A. Waris, F. Acheampong, R. Dwamena, T. Agyepong]"
Friendlies,Mexico,Paraguay,2,1,/matches/2017/07/02/world/friendlies/mexico/paraguay/2477773/,"[José Corona, J. Pereira, H. Marín, J. Molina, Elías Hernández, J. Dueñas, L. Rodríguez, R. Pizarro, O. Pineda, J. Gallardo, A. Pulido]","[A. Silva, S. Candia, L. Cardozo, A. Benítez, J. Escobar, C. Riveros, M. Riveros, N. Camacho, Óscar Romero, S. Salcedo, A. Bareiro]"
CONCACAF Gold Cup,Mexico,El Salvador,3,1,/matches/2017/07/10/nc-america/concacaf-gold-cup/mexico/el-salvador/2424371/,"[José Corona, H. Ayala, H. Marín, E. Álvarez, Elías Hernández, J. Dueñas, Jorge Hernández, R. Pizarro, R. Reyes, J. Gallardo, A. Sepúlveda]","[B. Villalobos, H. Romero, I. Mancia, B. Tamacas, G. Mayén, A. Flores, A. Larín, D. Cerén, N. Orellana, R. Zelaya, N. Bonilla]"
CONCACAF Gold Cup,Curaçao,Mexico,0,2,/matches/2017/07/17/nc-america/concacaf-gold-cup/netherlands-antilles/mexico/2424374/,"[E. Room, D. Mulder, D. Lachman, S. Carmelia, A. Statie, L. Bacuna, M. Maria, J. Antonia, Q. Martinus, G. Nepomuceno, G. van Kessel]","[José Corona, J. Pereira, C. Montes, L. Rodríguez, Jorge Hernández, R. López, R. Reyes, O. Pineda, É. Gutiérrez, A. Sepúlveda, M. Barragán]"
WC Qualification CONCACAF,Panama,Mexico,0,0,/matches/2016/11/16/nc-america/wc-qualifying-concacaf/panama/mexico/2292041/,"[J. Penedo, R. Torres, A. Machado, L. Ovalle, F. Escobar, G. Gómez, A. Henríquez, A. Quintero, E. Bárcenas, B. Pérez, G. Torres]","[G. Ochoa, R. Márquez, H. Moreno, M. Layún, D. Reyes, N. Araújo, M. Fabián, J. dos Santos, G. dos Santos, Javier Hernández, R. Jiménez]"
WC Qualification CONCACAF,Mexico,Honduras,3,0,/matches/2017/06/09/nc-america/wc-qualifying-concacaf/mexico/honduras/2292048/,"[G. Ochoa, O. Alanís, D. Reyes, C. Salcedo, H. Herrera, J. dos Santos, R. Reyes, C. Vela, G. dos Santos, Jesús Corona, R. Jiménez]","[D. Escober, M. Figueroa, E. Izaguirre, J. Palacios, H. Figueroa, J. Claros, M. Martínez, O. Morazán, E. Andino, F. Crisanto, A. Elis]"
Copa America,Mexico,Chile,0,7,/matches/2016/06/19/south-america/copa-america/mexico/chile/2178780/,"[G. Ochoa, Paul Aguilar, H. Moreno, M. Layún, N. Araújo, A. Guardado, J. Dueñas, H. Herrera, Javier Hernández, Jesús Corona, H. Lozano]","[C. Bravo, G. Jara, G. Medel, A. Vidal, M. Díaz, J. Fuenzalida, C. Aránguiz, J. Beausejour, E. Puch, A. Sánchez, E. Vargas]"
WC Qualification CONCACAF,Mexico,Honduras,0,0,/matches/2016/09/07/nc-america/wc-qualifying-concacaf/mexico/honduras/2155369/,"[A. Talavera, H. Ayala, H. Moreno, M. Layún, D. Reyes, A. Guardado, J. Dueñas, J. Aquino, H. Herrera, A. Sepúlveda, Á. Zaldívar]","[D. Escober, M. Figueroa, E. Izaguirre, B. Beckeles, J. Palacios, J. Leverón, J. Claros, M. Martínez, R. Quioto, J. Mejía, A. Elis]"
Friendlies,Panama,Mexico,0,1,/matches/2016/10/12/world/friendlies/panama/mexico/2359917/,"[J. Calderón, L. Ovalle, A. Ariano, F. Escobar, M. Murillo, A. Henríquez, A. Cooper, J. González, E. Bárcenas, J. Núñez, R. Blackburn]","[M. Muñoz, A. Aldrete, H. Ayala, H. Marín, J. Silva, J. Molina, O. Pineda, É. Gutiérrez, O. Peralta, G. dos Santos, I. Brizuela]"
WC Qualification CONCACAF,Honduras,Mexico,3,2,/matches/2017/10/11/nc-america/wc-qualifying-concacaf/honduras/mexico/2292064/,"[D. Escober, M. Figueroa, B. Beckeles, E. Alvarado, H. Figueroa, J. Claros, A. Mejía, A. López, E. Hernández, R. Quioto, A. Elis]","[G. Ochoa, H. Ayala, O. Alanís, M. Layún, N. Araújo, H. Herrera, J. dos Santos, J. Gallardo, C. Vela, O. Peralta, R. Jiménez]"
CONCACAF Gold Cup,Mexico,Jamaica,0,1,/matches/2017/07/24/nc-america/concacaf-gold-cup/mexico/jamaica/2425230/,"[José Corona, H. Ayala, J. Pereira, E. Álvarez, J. Molina, Elías Hernández, J. Dueñas, R. Pizarro, O. Pineda, É. Gutiérrez, E. Torres]","[A. Blake, J. Taylor, L. Richie, S. Francis, K. Lawrence, A. Powell, D. Lowe, J. Watson, R. Williams, D. Mattocks, O. Gordon]"
Friendlies,Mexico,Wales,0,0,/matches/2018/05/29/world/friendlies/mexico/wales/2745805/,"[José Corona, H. Ayala, O. Alanís, E. Álvarez, J. Molina, J. Aquino, H. Herrera, É. Gutiérrez, J. Gallardo, Javier Hernández, Jesús Corona]","[W. Hennessey, C. Gunter, A. Williams, B. Davies, C. Mepham, A. King, J. Ledley, A. Ramsey, T. Lawrence, H. Wilson, S. Vokes]"
WC Qualification CONCACAF,Mexico,Canada,2,0,/matches/2016/03/30/nc-america/wc-qualifying-concacaf/mexico/canada/2155365/,"[José Corona, Paul Aguilar, H. Moreno, M. Layún, N. Araújo, A. Guardado, J. Molina, M. Fabián, H. Herrera, Jesús Corona, R. Jiménez]","[M. Borjan, D. Jaković, D. Henry, W. Johnson, M. de Jong, J. de Guzmán, A. Hutchinson, N. Ledgerwood, M. James, J. Hoilett, C. Larin]"
Friendlies,Mexico,Chile,1,0,/matches/2016/06/02/world/friendlies/mexico/chile/2225367/,"[A. Talavera, Paul Aguilar, Jorge Torres, M. Layún, Y. Corona, D. Reyes, N. Araújo, H. Herrera, O. Peralta, Jesús Corona, R. Jiménez]","[C. Toselli, G. Medel, E. Mena, E. Roco, A. Vidal, M. Díaz, J. Fuenzalida, C. Aránguiz, E. Puch, A. Sánchez, N. Castillo]"
Copa America,Mexico,Jamaica,2,0,/matches/2016/06/10/south-america/copa-america/mexico/jamaica/2178767/,"[G. Ochoa, R. Márquez, H. Moreno, M. Layún, Y. Corona, N. Araújo, J. Dueñas, H. Herrera, Javier Hernández, Jesús Corona, R. Jiménez]","[A. Blake, A. Mariappa, W. Morgan, J. Taylor, M. Hector, L. Williamson, J. McAnuff, J. Watson, C. Donaldson, G. Barnes, G. McCleary]"
CONCACAF Gold Cup,Mexico,Jamaica,0,0,/matches/2017/07/14/nc-america/concacaf-gold-cup/mexico/jamaica/2424376/,"[M. Muñoz, H. Ayala, H. Marín, E. Álvarez, J. Molina, Elías Hernández, J. Dueñas, R. Pizarro, O. Pineda, J. Gallardo, E. Torres]","[A. Blake, J. Taylor, K. Lawrence, A. Powell, D. Lowe, J. Watson, O. Fisher, M. Binns, K. Lambert, D. Mattocks, C. Burke]"
CONCACAF Gold Cup,Mexico,Honduras,1,0,/matches/2017/07/21/nc-america/concacaf-gold-cup/mexico/honduras/2425227/,"[José Corona, H. Ayala, J. Pereira, E. Álvarez, J. Molina, Elías Hernández, J. Dueñas, R. Pizarro, O. Pineda, J. Gallardo, A. Sepúlveda]","[L. Lopez, M. Figueroa, E. Alvarado, C. Sánchez, H. Figueroa, A. Mejía, B. Acosta, C. Lanza, R. Quioto, F. Crisanto, A. Elis]"
WC Qualification CONCACAF,Mexico,Panama,1,0,/matches/2017/09/02/nc-america/wc-qualifying-concacaf/mexico/panama/2292055/,"[G. Ochoa, H. Ayala, D. Reyes, N. Araújo, A. Guardado, H. Herrera, J. Gallardo, C. Vela, Javier Hernández, Jesús Corona, J. Damm]","[J. Calderón, F. Baloy, A. Machado, E. Davis, L. Ovalle, R. Chen, G. Gómez, R. Buitrago, A. Cooper, A. Godoy, L. Tejada]"
